ID,Net_Income_to_Total_Assets,ROA_before_interest_percent_after_tax,Net_profit_before_tax_to_Paid_in_capital,Net_Income_to_Stockholders_Equity,Operating_profit_Paid_in_capital,Total_Asset_Turnover,Total_expense_to_Assets
id_4587,0.836333517,0.619657654,0.210383832,0.843354331,0.11175436,0.154422789,0.015463649
id_3244,0.784648861,0.522132577,0.163615112,0.838953643,0.093303695,0.07946027,0.015463709
id_5182,0.86080972,0.659398168,0.235246211,0.844660624,0.122152198,0.131934033,0.015475408
id_3219,0.829460195,0.593981683,0.184865395,0.84229627,0.114938036,0.113943028,0.015476265
id_2865,0.808786264,0.555058875,0.180107081,0.841231857,0.105924406,0.113943028,0.015485216
id_5731,0.797158478,0.535815526,0.168607194,0.840120273,0.098270555,0.124437781,0.015486043
id_6670,0.772009924,0.50130833,0.164067567,0.836904202,0.092977999,0.094452774,0.015489752
id_0996,0.811399373,0.564217183,0.179571676,0.841368857,0.108481118,0.148425787,0.0154992
id_3135,0.83871319,0.607010467,0.190935827,0.842771996,0.117999577,0.070464768,0.015501257
id_1114,0.783705574,0.515863498,0.158819094,0.838913032,0.088369404,0.095952024,0.015503794
id_3921,0.807890595,0.552714784,0.17794284,0.840760025,0.109743189,0.103448276,0.015510533
id_5928,0.818976468,0.575610554,0.18350049,0.841777672,0.107951862,0.076461769,0.01551492
id_2885,0.824543933,0.584114697,0.190189277,0.8421214,0.12294201,0.125937031,0.015522224
id_5156,0.827135429,0.583896642,0.213897896,0.841689726,0.143371277,0.059970015,0.015523562
id_6119,0.811928774,0.558220672,0.184526054,0.841057777,0.107430749,0.115442279,0.015524201
id_4575,0.799774254,0.541921064,0.171427494,0.840462202,0.098400834,0.112443778,0.015530035
id_0797,0.812792195,0.560510249,0.179451022,0.841060546,0.098433403,0.052473763,0.015531595
id_5534,0.819189782,0.57773659,0.184201795,0.841902804,0.100933118,0.088455772,0.015533939
id_0648,0.80296365,0.551188399,0.173478622,0.840633896,0.097309753,0.056971514,0.015536373
id_4060,0.791071627,0.52333188,0.166375085,0.839689364,0.093515397,0.497751124,0.015541314
id_0340,0.785120045,0.51531836,0.164866903,0.8391199,0.091243669,0.076461769,0.015541335
id_1174,0.818690257,0.575610554,0.180748058,0.841548618,0.106592082,0.073463268,0.015543773
id_5888,0.804694295,0.548898823,0.17437599,0.840794258,0.099662905,0.086956522,0.015543835
id_5155,0.831210971,0.590165722,0.195309554,0.842331661,0.120466722,0.106446777,0.015545327
id_4846,0.841659302,0.624291321,0.189744363,0.843474072,0.115744133,0.103448276,0.015551483
id_4784,0.812555102,0.561709551,0.178040872,0.841068139,0.104019086,0.073463268,0.015559042
id_6259,0.823909964,0.579153947,0.198167559,0.841804043,0.111436807,0.131934033,0.015560557
id_0383,0.794686646,0.528783253,0.169285876,0.839971036,0.097179475,0.059970015,0.015563578
id_5519,0.818539949,0.577245966,0.221008974,0.842356412,0.143232856,0.218890555,0.015566178
id_4232,0.792762301,0.528074575,0.166963276,0.839751473,0.098921947,0.166416792,0.015570599
id_0105,0.809635499,0.555494985,0.176600558,0.840917382,0.094590193,0.064467766,0.015570893
id_3072,0.796443195,0.543774531,0.169338662,0.840124427,0.102317325,0.04197901,0.015580447
id_4634,0.853807884,0.65023986,0.22446271,0.845047246,0.157579755,0.217391304,0.015581317
id_0663,0.815289986,0.564217183,0.183281804,0.841222203,0.107650594,0.125937031,0.015583022
id_0950,0.810418986,0.558329699,0.186991931,0.841270247,0.108684678,0.103448276,0.015583131
id_0584,0.810840552,0.567978631,0.178719554,0.84184999,0.112039344,0.083958021,0.015583717
id_3362,0.800518008,0.544537724,0.17081668,0.840399547,0.098905662,0.073463268,0.01559055
id_2773,0.779551244,0.508722198,0.164195762,0.838759562,0.093686388,0.058470765,0.01559402
id_1005,0.806323209,0.54857174,0.174247794,0.840760657,0.099288355,0.145427286,0.01559886
id_0908,0.808588877,0.556203663,0.178327426,0.840956391,0.102529028,0.113943028,0.015598988
id_6237,0.799111568,0.541048844,0.170590453,0.840357201,0.098539254,0.116941529,0.015599708
id_0927,0.79707711,0.534289141,0.170605535,0.840131521,0.095184588,0.134932534,0.015602238
id_6032,0.826206017,0.586567815,0.192323354,0.842633912,0.120653997,0.164917541,0.015603374
id_1457,0.832899519,0.613116005,0.196372823,0.842297754,0.110907551,0.236881559,0.015604704
id_4932,0.792508515,0.527365896,0.166940653,0.839765326,0.096715358,0.061469265,0.015605352
id_3511,0.888522737,0.758013519,0.256926325,0.844777143,0.18681095,0.178410795,0.015610178
id_4687,0.843523037,0.617095508,0.211062514,0.842948139,0.133584119,0.109445277,0.015610444
id_2284,0.85032351,0.640045792,0.202586532,0.843932787,0.127672741,0.134932534,0.015615566
id_3679,0.81289162,0.561764065,0.175680567,0.841070671,0.102447604,0.074962519,0.015621079
id_0510,0.789125118,0.519134322,0.167551467,0.839685973,0.093629391,0.12143928,0.015623572
id_0546,0.744653093,0.46265809,0.148156248,0.835030099,0.075992965,0.23988006,0.015629844
id_5119,0.832597868,0.603957697,0.22595581,0.84348997,0.163059586,0.247376312,0.015633875
id_1505,0.83160023,0.607337549,0.195875123,0.842123414,0.113684108,0.131934033,0.015637384
id_0187,0.782937996,0.52654819,0.158155494,0.838173556,0.097399319,0.029985007,0.0156381
id_0691,0.804534034,0.553205408,0.17528844,0.840797735,0.105012458,0.067466267,0.015638676
id_0587,0.797775334,0.543447449,0.169127517,0.840182711,0.09158565,0.037481259,0.015639144
id_1212,0.776350258,0.515863498,0.15688108,0.837580604,0.090877262,0.101949025,0.015641282
id_6129,0.82046571,0.576046664,0.192051881,0.841655368,0.109075513,0.098950525,0.015645289
id_6536,0.818446944,0.569123419,0.176985144,0.841188198,0.101258814,0.043478261,0.015647596
id_6061,0.889705884,0.725904928,0.27006259,0.846734643,0.188765124,0.233883058,0.015647964
id_2163,0.791537721,0.528074575,0.16658623,0.839692409,0.094077222,0.089955022,0.0156496
id_2713,0.795966403,0.532272133,0.168471458,0.840041677,0.090722556,0.052473763,0.015651701
id_1390,0.789436012,0.527202355,0.163660357,0.839488153,0.092465028,0.03898051,0.015653363
id_4705,0.848938294,0.643698212,0.226151874,0.844605658,0.124130799,0.347826087,0.015662382
id_0568,0.811817594,0.560891845,0.17935299,0.841275155,0.106877066,0.16191904,0.015662899
id_1110,0.796645311,0.53865024,0.169142599,0.840095432,0.100159591,0.071964018,0.015668278
id_2762,0.813907539,0.569177933,0.183206395,0.841582,0.101511228,0.052473763,0.015672786
id_5706,0.811323189,0.561436982,0.179880854,0.841313188,0.103620108,0.112443778,0.0156836
id_2235,0.816030811,0.567324466,0.178350049,0.841367498,0.106567655,0.094452774,0.015685121
id_6489,0.814248725,0.561491496,0.175718272,0.84094695,0.101828782,0.04197901,0.015698517
id_3442,0.811231227,0.559692543,0.175326144,0.841098254,0.103188562,0.122938531,0.015701143
id_2387,0.798682041,0.538541212,0.17097504,0.840395952,0.096813067,0.077961019,0.015703995
id_0054,0.809661363,0.559692543,0.177354649,0.840973026,0.098531112,0.095952024,0.015704432
id_0382,0.802391696,0.546118622,0.171382249,0.840576645,0.09505431,0.115442279,0.015713382
id_5704,0.881251872,0.689925861,0.25190408,0.844876771,0.177137786,0.130434783,0.015715004
id_5582,0.859307263,0.65825338,0.20928286,0.843320336,0.138640546,0.124437781,0.01572363
id_6658,0.814538566,0.560891845,0.177430058,0.841216968,0.099337209,0.125937031,0.015725982
id_3461,0.80450055,0.548844309,0.174413694,0.840617496,0.103261843,0.11994003,0.015730597
id_0318,0.796153451,0.532599215,0.169059649,0.840052687,0.094842608,0.104947526,0.015735937
id_1531,0.815843247,0.58356956,0.179254958,0.842261855,0.11002003,0.124437781,0.015740701
id_4518,0.830463027,0.595944178,0.187022095,0.842199988,0.113089713,0.071964018,0.015741481
id_2836,0.832543619,0.606846925,0.190649272,0.842472788,0.121647369,0.124437781,0.015746117
id_1264,0.803464476,0.547045355,0.173750094,0.840609232,0.09831941,0.133433283,0.015754064
id_5420,0.840660506,0.61420628,0.184201795,0.842611619,0.113276988,0.146926537,0.015754197
id_5426,0.806324816,0.550098125,0.175733353,0.840854469,0.105346296,0.125937031,0.015754215
id_6105,0.811329858,0.566997383,0.177663826,0.84171193,0.112935007,0.157421289,0.015768099
id_0146,0.796533251,0.535433929,0.16906719,0.840082673,0.09352354,0.070464768,0.015768151
id_3582,0.802167882,0.545573485,0.170839303,0.840433286,0.097627306,0.100449775,0.015768319
id_0550,0.798815459,0.537178369,0.169949476,0.8402211,0.095616135,0.164917541,0.01577008
id_0137,0.796094757,0.53456171,0.169006862,0.840054325,0.095485857,0.110944528,0.015771496
id_4873,0.814589798,0.570922372,0.191893522,0.842323041,0.124049375,0.263868066,0.01577868
id_0469,0.785210358,0.512211077,0.165937712,0.839404239,0.090722556,0.196401799,0.015782422
id_1337,0.823534306,0.584332752,0.190196818,0.842387924,0.117625026,0.1994003,0.015802027
id_4410,0.807319604,0.553041867,0.176758917,0.84093513,0.104784471,0.143928036,0.015803733
id_6233,0.808125654,0.553368949,0.173154362,0.840900442,0.097830866,0.091454273,0.015807848
id_5039,0.769379308,0.493349324,0.163366262,0.838262163,0.090909831,0.097451274,0.015813371
id_4229,0.808794798,0.554023114,0.177256617,0.840834291,0.105867409,0.116941529,0.015815726
id_4979,0.805658318,0.548735281,0.185430963,0.840827016,0.100753986,0.085457271,0.015818897
id_1320,0.846106942,0.624781945,0.218414901,0.843470672,0.141677659,0.212893553,0.015823294
id_1813,0.774650248,0.49095072,0.161895785,0.838484317,0.088467113,0.098950525,0.015834911
id_5608,0.815758093,0.570976886,0.178402835,0.841763573,0.104206361,0.11844078,0.015839588
id_6147,0.788559255,0.518589184,0.164557726,0.839650124,0.092522025,0.065967016,0.015842112
id_6056,0.820091451,0.577191452,0.179202172,0.841528649,0.106193105,0.101949025,0.015846224
id_6046,0.817983339,0.567869603,0.180250358,0.841123227,0.10117739,0.100449775,0.015854582
id_3839,0.803213243,0.548517226,0.172256994,0.840881844,0.103546827,0.325337331,0.015862475
id_0227,0.827457328,0.592509812,0.190739763,0.84236238,0.118365984,0.251874063,0.015866614
id_3036,0.821942268,0.580625818,0.187595204,0.842205182,0.104841468,0.148425787,0.015876188
id_4892,0.830740279,0.594581334,0.186584722,0.842167693,0.107145765,0.100449775,0.015878491
id_5479,0.836759952,0.627780201,0.207895332,0.843064369,0.134251795,0.157421289,0.015878998
id_2153,0.796983664,0.541157872,0.169368826,0.840128616,0.094810038,0.052473763,0.015880767
id_6716,0.824995067,0.579262974,0.198039364,0.841894539,0.125506864,0.227886057,0.015882355
id_1812,0.815026137,0.574792848,0.17727924,0.841438219,0.110182878,0.059970015,0.015907626
id_5941,0.796527432,0.531672481,0.168788176,0.84007251,0.096780497,0.083958021,0.015910805
id_4644,0.806098149,0.552987353,0.173237312,0.840907736,0.105142736,0.127436282,0.015911037
id_3322,0.81163384,0.559092891,0.175499585,0.841021732,0.103050141,0.071964018,0.015917449
id_0987,0.841338995,0.619766681,0.231219365,0.844077716,0.144991613,0.116941529,0.015935865
id_3884,0.844379804,0.61829481,0.220677174,0.842986218,0.145805853,0.086956522,0.015944022
id_4102,0.823316604,0.59583515,0.196282332,0.841519681,0.129887472,0.082458771,0.015949785
id_2282,0.801439888,0.542629743,0.174632381,0.840815198,0.120108457,0.070464768,0.01596234
id_3210,0.83097174,0.611971217,0.208920896,0.843015553,0.13042487,0.032983508,0.015970099
id_0303,0.793025222,0.532980811,0.167634417,0.839819314,0.097317895,0.106446777,0.015973477
id_4804,0.80035913,0.540449193,0.171035367,0.84037468,0.102301041,0.082458771,0.015974175
id_3479,0.842515208,0.620202791,0.193703341,0.843113518,0.121443809,0.100449775,0.015975058
id_0055,0.777094466,0.516572176,0.157016816,0.837052996,0.09410165,0.04197901,0.01597916
id_1648,0.825118435,0.590656345,0.191229922,0.842088159,0.116827072,0.179910045,0.015991172
id_2221,0.809225931,0.552769298,0.173433376,0.840892461,0.102292898,0.070464768,0.015992841
id_1079,0.791904234,0.528129089,0.167362944,0.839642502,0.099149934,0.055472264,0.016011353
id_5386,0.813421204,0.562908853,0.198680341,0.843056224,0.129016236,0.244377811,0.016012276
id_0186,0.799813909,0.54944396,0.169836362,0.840477245,0.096243099,0.034482759,0.016018493
id_0337,0.791291624,0.529491932,0.16583968,0.839314815,0.094117934,0.085457271,0.016038472
id_4098,0.816520676,0.571794592,0.177437599,0.84154059,0.106730503,0.211394303,0.016047105
id_1258,0.802577869,0.551079372,0.172641581,0.840567209,0.098433403,0.134932534,0.01604803
id_4177,0.848987592,0.638192324,0.211982505,0.842903869,0.123153712,0.103448276,0.016048366
id_0127,0.834540474,0.594526821,0.188666013,0.843125731,0.096072109,0.058470765,0.016050762
id_4561,0.846246653,0.650130833,0.220330292,0.845537712,0.146457244,0.167916042,0.016053412
id_5907,0.854477289,0.65781727,0.246308725,0.844295419,0.175265035,0.107946027,0.016054199
id_0154,0.82174213,0.576046664,0.182889676,0.84172306,0.109384924,0.172413793,0.016066211
id_4916,0.820112753,0.579535543,0.192768268,0.843000927,0.128975524,0.215892054,0.016073925
id_4588,0.838449676,0.608645879,0.206145841,0.84293026,0.130245737,0.110944528,0.01607543
id_5770,0.818146245,0.568523768,0.198552145,0.843002676,0.132061491,0.263868066,0.016075686
id_6206,0.814776633,0.56476232,0.193273509,0.841151991,0.104002801,0.077961019,0.016079827
id_6223,0.835885342,0.603739642,0.204336023,0.842482431,0.113342127,0.097451274,0.016079969
id_3278,0.861015937,0.665667248,0.216733278,0.844646568,0.146766655,0.113943028,0.016083392
id_4884,0.796241776,0.532599215,0.169037026,0.840060275,0.097431889,0.089955022,0.016083808
id_0104,0.807092788,0.55527693,0.17470779,0.840791674,0.102235901,0.122938531,0.016083865
id_1009,0.761751414,0.478249019,0.156971571,0.837139505,0.085714984,0.053973013,0.01608949
id_0081,0.813607337,0.56345399,0.178998567,0.841124226,0.095876692,0.076461769,0.016102206
id_0729,0.815144121,0.567978631,0.195053163,0.842109631,0.124993893,0.104947526,0.01610998
id_2346,0.790799304,0.522241605,0.167295076,0.839800064,0.093718957,0,0.016111294
id_2605,0.794157817,0.540013083,0.168041626,0.839882085,0.098824238,0.052473763,0.01611351
id_5849,0.821210286,0.573157436,0.18383229,0.8416103,0.112308043,0.061469265,0.016121862
id_5826,0.831713697,0.594581334,0.192059422,0.842669721,0.105712704,0.130434783,0.016133505
id_4758,0.862445157,0.65738116,0.216197873,0.844554888,0.143281711,0.166416792,0.016134145
id_0292,0.796656657,0.534016572,0.169210467,0.840086784,0.094500627,0.037481259,0.016141556
id_3222,0.741729515,0.443741823,0.144302843,0.836303176,0.068599671,0.008995502,0.016150998
id_5611,0.8237526,0.584714348,0.221951587,0.84202999,0.12831599,0.166416792,0.016152489
id_4868,0.815555951,0.580298735,0.181336249,0.841700695,0.100582995,0.088455772,0.016169153
id_6131,0.806936941,0.54900785,0.18797979,0.840636317,0.096633934,0.047976012,0.016172773
id_4799,0.799253928,0.53995857,0.170115376,0.840264943,0.094028368,0.122938531,0.016182531
id_0731,0.805363601,0.549552987,0.176336626,0.840957776,0.104108652,0.082458771,0.016185533
id_5891,0.817562114,0.572557785,0.197277732,0.841984282,0.123544547,0.155922039,0.016186905
id_1068,0.803207524,0.54726341,0.173101576,0.840585291,0.100232872,0.056971514,0.016194172
id_6660,0.821637455,0.574792848,0.182889676,0.841681337,0.100184018,0.112443778,0.01619552
id_4999,0.804819421,0.5539686,0.174587135,0.84099122,0.104597196,0.086956522,0.016198504
id_6204,0.823035942,0.581879634,0.201945555,0.842128768,0.11277216,0.137931034,0.016201686
id_0796,0.796618639,0.537559965,0.169089812,0.840112164,0.097521455,0.047976012,0.016203258
id_1112,0.822333751,0.58008068,0.180205113,0.841592899,0.097847151,0.08095952,0.016203802
id_2977,0.780254279,0.516735717,0.159912525,0.837936896,0.095909261,0.04047976,0.016211915
id_3637,0.821008137,0.581879634,0.174918935,0.841723685,0.103074568,0.082458771,0.016214711
id_5597,0.827118614,0.602867423,0.195784632,0.84361715,0.117519175,0.221889055,0.01621918
id_5960,0.81518045,0.571522024,0.180197572,0.841652456,0.097790154,0.107946027,0.016222012
id_2512,0.802209477,0.547808548,0.173855667,0.840633676,0.103017571,0.053973013,0.016223635
id_2737,0.824097974,0.590928914,0.186049318,0.841817609,0.098555539,0.049475262,0.016224486
id_2122,0.805890011,0.555658526,0.175778599,0.841099493,0.104621623,0.097451274,0.0162256
id_4915,0.830677531,0.59976014,0.185129327,0.842355421,0.112641881,0.100449775,0.016236064
id_2224,0.801929639,0.546445704,0.171940276,0.840532867,0.099907177,0.133433283,0.01623762
id_6744,0.809896189,0.55527693,0.180114622,0.840988869,0.098848665,0.101949025,0.016248721
id_1355,0.820936837,0.57277584,0.188786668,0.841774465,0.107039914,0.137931034,0.016256534
id_0921,0.800342307,0.538813781,0.169776035,0.840367045,0.095721986,0.061469265,0.01625702
id_4463,0.844380484,0.629306585,0.278696931,0.84361638,0.207118081,0.302848576,0.016272964
id_4733,0.82162004,0.579044919,0.184767363,0.842351673,0.106445519,0.095952024,0.016272994
id_5412,0.845459514,0.641245094,0.211447101,0.843590082,0.11967691,0.122938531,0.01627337
id_1545,0.802718479,0.549116877,0.179126763,0.840675273,0.118227564,0.325337331,0.016281113
id_3908,0.777761915,0.499945486,0.162634794,0.838988496,0.086455942,0.406296852,0.016282214
id_3829,0.838349959,0.610335805,0.182045095,0.84226617,0.108953377,0.083958021,0.016282661
id_1688,0.746364491,0.452518535,0.156443707,0.837475036,0.081472796,0.011994003,0.016286289
id_0854,0.847911267,0.62456389,0.212419878,0.843293933,0.143884248,0.146926537,0.01629153
id_4783,0.833429633,0.599869167,0.190769927,0.842294889,0.116631654,0.127436282,0.016292893
id_5985,0.822510431,0.578445268,0.201485559,0.842046704,0.12233133,0.173913043,0.016302644
id_0998,0.80934058,0.5539686,0.176215972,0.840836255,0.099508199,0.076461769,0.016303555
id_5753,0.808569483,0.554186655,0.17313174,0.840801757,0.095046167,0.052473763,0.016306276
id_1460,0.815352899,0.578608809,0.195460373,0.842235742,0.125148599,0.311844078,0.016308276
id_4651,0.813155335,0.569777584,0.193311213,0.842271641,0.134308792,0.185907046,0.016315629
id_5810,0.83776455,0.618839948,0.181389036,0.842232693,0.106201247,0.073463268,0.016318275
id_4519,0.819203467,0.574847362,0.185415881,0.841829468,0.116167538,0.098950525,0.01631967
id_6258,0.802114361,0.541321413,0.172264535,0.840384644,0.099337209,0.08095952,0.016333275
id_0193,0.799583728,0.539467946,0.169911771,0.840269765,0.095477714,0.052473763,0.016336636
id_2796,0.812420374,0.566997383,0.186019154,0.841942414,0.106225675,0.107946027,0.016349157
id_5895,0.820164237,0.576046664,0.186358495,0.84160406,0.113244418,0.139430285,0.016350879
id_0582,0.80212027,0.548789795,0.175009426,0.840682981,0.104654193,0.124437781,0.01635119
id_6150,0.816082926,0.566888356,0.190822713,0.841397106,0.115296302,0.184407796,0.016361029
id_0581,0.816335178,0.564380724,0.180989367,0.841206077,0.104124937,0.073463268,0.016367489
id_5926,0.809312811,0.556312691,0.173591735,0.84120658,0.100355008,0.157421289,0.016370062
id_1530,0.813491405,0.57730048,0.190309931,0.841839704,0.107561027,0.091454273,0.016371494
id_1091,0.818258252,0.572884867,0.189782068,0.84229209,0.124448353,0.23988006,0.016379565
id_2991,0.803144717,0.559529001,0.176442199,0.841247629,0.10464605,0.236881559,0.016384401
id_3300,0.812185951,0.5611099,0.175341226,0.840993498,0.099044083,0.154422789,0.016386604
id_4284,0.819842009,0.573866114,0.203687505,0.842660629,0.115890697,0.412293853,0.01638789
id_2792,0.789377614,0.523168338,0.164897067,0.839573034,0.092074193,0.085457271,0.016387898
id_4863,0.837054753,0.622601396,0.189699118,0.842519827,0.100705131,0.113943028,0.016394622
id_1159,0.798894626,0.539904056,0.169715708,0.840347704,0.104295927,0.289355322,0.016397076
id_0579,0.812899572,0.565361971,0.183017872,0.841274501,0.10077027,0.065967016,0.016404008
id_5530,0.814135508,0.562145661,0.179948722,0.841557927,0.099899034,0.146926537,0.016409695
id_5619,0.809681569,0.556421718,0.178659226,0.841132297,0.102463888,0.085457271,0.016411061
id_3926,0.814248397,0.56972307,0.178810044,0.841986552,0.096837494,0.289355322,0.01643599
id_6818,0.811807901,0.559910597,0.182497549,0.841083611,0.111721791,0.109445277,0.016442737
id_6113,0.858315761,0.647732229,0.26102858,0.844389768,0.191696386,0.101949025,0.016446155
id_3865,0.782972635,0.514609682,0.162016439,0.83918978,0.092481313,0.044977511,0.016446182
id_1279,0.796132985,0.547481465,0.16841113,0.840058202,0.099565196,0.224887556,0.016447016
id_1243,0.80543128,0.553696031,0.182112963,0.841267157,0.112731448,0.131934033,0.016450483
id_4986,0.753802881,0.452191452,0.150275243,0.837660398,0.076172098,0.130434783,0.016453351
id_3778,0.798234707,0.534180113,0.170839303,0.840157278,0.093816666,0.101949025,0.016464162
id_2798,0.837717437,0.616550371,0.207970741,0.843760797,0.133575977,0.157421289,0.016466796
id_2697,0.784013952,0.523440907,0.160319735,0.838416999,0.091259954,0.025487256,0.016474716
id_5790,0.82337915,0.5781727,0.18997059,0.841896313,0.115524289,0.091454273,0.016475878
id_1634,0.812402081,0.569668556,0.184789986,0.841410284,0.101682219,0.08095952,0.016486345
id_1063,0.836235977,0.605266027,0.208393032,0.842806533,0.108090283,0.134932534,0.016494337
id_5415,0.79954438,0.539195377,0.170447176,0.840325289,0.098107708,0.103448276,0.016495694
id_3759,0.763791132,0.486916703,0.154038157,0.837209528,0.081122673,0.03898051,0.016502261
id_4070,0.865869271,0.661796773,0.215654928,0.84551432,0.142744313,0.635682159,0.016507287
id_6700,0.832800783,0.602812909,0.202661941,0.84295374,0.131605517,0.262368816,0.016510508
id_2790,0.782648427,0.510957261,0.162695121,0.837116302,0.090071165,0.013493253,0.016511851
id_1029,0.806347787,0.550534235,0.175974663,0.840852344,0.09927207,0.074962519,0.016531048
id_0253,0.800467864,0.546064108,0.171276676,0.840370723,0.096495514,0.106446777,0.016531908
id_1635,0.807220429,0.559965111,0.17313174,0.840950893,0.102993144,0.083958021,0.016539174
id_5317,0.811586147,0.560564762,0.178998567,0.841243727,0.111086684,0.250374813,0.016541871
id_2273,0.776985509,0.500926734,0.159573185,0.838043396,0.088361262,0.100449775,0.016544105
id_5687,0.809910221,0.55936546,0.179586758,0.841214431,0.104108652,0.208395802,0.016548294
id_4653,0.825788733,0.582642826,0.187112586,0.841846774,0.110476004,0.104947526,0.016550233
id_1959,0.797782554,0.541321413,0.172294699,0.840268254,0.107780872,0.344827586,0.016555207
id_2642,0.779125868,0.503815962,0.163607571,0.83909193,0.092318465,0.043478261,0.01656349
id_1192,0.824036421,0.582642826,0.183854913,0.841680511,0.109857182,0.185907046,0.016566569
id_0557,0.805838186,0.547863061,0.173493703,0.840540347,0.098791669,0.124437781,0.016567475
id_2398,0.79329168,0.532326646,0.166804917,0.839657227,0.106217532,0.034482759,0.016572549
id_4159,0.830961241,0.598179241,0.205037328,0.843221909,0.121370528,0.266866567,0.016575964
id_6108,0.804293198,0.545082861,0.178712013,0.840514277,0.117958865,0.085457271,0.016583851
id_0886,0.803239077,0.548081116,0.176140563,0.840841471,0.10274073,0.095952024,0.016591039
id_4500,0.80698317,0.553205408,0.174466481,0.840762485,0.102887293,0.064467766,0.016594159
id_0837,0.812499922,0.566397732,0.19046075,0.841422712,0.11464491,0.166416792,0.01659553
id_1089,0.757414974,0.467237244,0.160349898,0.837558979,0.088426401,0.043478261,0.016597265
id_3762,0.806880136,0.550697776,0.175997285,0.84071374,0.107430749,0.109445277,0.016597714
id_4935,0.788805547,0.521042303,0.164406907,0.83940357,0.097350465,0.071964018,0.016599661
id_6048,0.807034674,0.549825556,0.174451399,0.840620049,0.090095592,0.037481259,0.016599979
id_0601,0.818013483,0.57059529,0.182557876,0.841883943,0.103791099,0.154422789,0.016603972
id_5698,0.755799271,0.468436546,0.146746098,0.832416579,0.074014363,0.08095952,0.016604176
id_5362,0.83480724,0.60428478,0.206960259,0.843456593,0.117926295,0.16041979,0.016620521
id_1643,0.810306305,0.562636284,0.177754317,0.840853547,0.098759099,0.073463268,0.016621076
id_6062,0.840003787,0.609136502,0.201545886,0.842636142,0.113537545,0.088455772,0.01662659
id_5623,0.830071121,0.59305495,0.188002413,0.842606969,0.116590942,0.134932534,0.016637554
id_4578,0.829949604,0.605593109,0.182226076,0.842094657,0.110508574,0.085457271,0.016639524
id_1221,0.804417849,0.54944396,0.175778599,0.840731652,0.102358037,0.136431784,0.016640353
id_5998,0.827532472,0.593654601,0.205105196,0.842199197,0.104971746,0.125937031,0.016640986
id_0822,0.788417953,0.521805495,0.167483599,0.839303062,0.092684873,0.137931034,0.016642184
id_0658,0.812510683,0.562745312,0.178991026,0.841363392,0.108643966,0.109445277,0.016642355
id_2105,0.800563386,0.545191888,0.172076012,0.840552482,0.103791099,0.028485757,0.016647738
id_1267,0.79598946,0.547754034,0.17040193,0.840046734,0.10811471,0.134932534,0.016653143
id_4574,0.822229299,0.584496293,0.191245004,0.842339408,0.126589802,0.077961019,0.016653834
id_0272,0.836720258,0.608482338,0.21226906,0.84265038,0.11600469,0.16041979,0.016655933
id_5364,0.833998002,0.599433057,0.19809215,0.842790443,0.126996922,0.218890555,0.016669017
id_6202,0.781800656,0.51253816,0.161458412,0.839102045,0.085006595,0.025487256,0.016670367
id_0373,0.775569683,0.497437854,0.163117412,0.838853675,0.086187242,0.191904048,0.016679952
id_5212,0.818700461,0.580462276,0.183462786,0.842247772,0.100102594,0.148425787,0.016686111
id_4103,0.843926348,0.617368077,0.195173818,0.842877115,0.10294429,0.110944528,0.016703901
id_5601,0.81820438,0.573757087,0.193326295,0.842272455,0.110923836,0.334332834,0.016704604
id_1354,0.807765583,0.559310946,0.178508408,0.840968192,0.106193105,0.104947526,0.016708123
id_5024,0.80244232,0.545082861,0.172588794,0.840568874,0.098449688,0.059970015,0.016709415
id_1683,0.835533487,0.602812909,0.181833949,0.842238615,0.103335125,0.077961019,0.016712758
id_4659,0.881456068,0.707097689,0.256609607,0.846177734,0.182202355,0.209895052,0.016730365
id_3268,0.78421221,0.517880506,0.164535103,0.839138196,0.094492485,0.065967016,0.016730419
id_6579,0.796116366,0.535161361,0.168946535,0.840053849,0.096031397,0.070464768,0.016731754
id_5799,0.847557594,0.646369385,0.258638112,0.843488767,0.131524093,0.116941529,0.016733454
id_4267,0.821402037,0.577354993,0.192768268,0.842002049,0.104979888,0.208395802,0.016734463
id_0491,0.768551572,0.489097253,0.160010557,0.837589924,0.093124562,0.032983508,0.016735532
id_6017,0.847000057,0.645333624,0.228142674,0.843246235,0.150650577,0.182908546,0.016736384
id_6292,0.783460746,0.509103794,0.164406907,0.839309301,0.086692071,0.007496252,0.01674294
id_3019,0.804012115,0.544701265,0.172196667,0.840500574,0.097676161,0.058470765,0.016746563
id_3902,0.781948885,0.508994767,0.163403967,0.839128215,0.090942401,0.086956522,0.016747986
id_1280,0.799888462,0.545409943,0.173848126,0.840385818,0.108375267,0.056971514,0.016752843
id_4424,0.817160682,0.579753598,0.18441294,0.841387723,0.109116225,0.23838081,0.016758119
id_6785,0.820505268,0.577464021,0.187504713,0.841912264,0.11678636,0.389805097,0.016767224
id_3988,0.814151705,0.56519843,0.178327426,0.84134255,0.104963603,0.07946027,0.01676861
id_6279,0.789050305,0.522732229,0.165477717,0.839517565,0.100908691,0.097451274,0.016775289
id_4670,0.898986349,0.721598343,0.274247794,0.845238107,0.210212191,0.215892054,0.016778681
id_3038,0.816591914,0.56885085,0.181140186,0.841511706,0.109572199,0.124437781,0.016780905
id_4452,0.828826683,0.593109464,0.208031069,0.842837618,0.112470891,0.215892054,0.016791156
